224	59.424	27.2	5.58549070358	19.8463	1.76823064899
224.7	59.1487	22.7	10.5943258162	10.2352	1.87048367604
224.8	58.972	23.1	6.41606521606	14.8075	1.87640443707
222	58.9242	16.4	12.1838580017	2.88764	1.32850536999
222.9	58.8604	35	-2.47901034164	35.9812	1.49777312051
224.8	58.7326	22.1	5.17387572861	15.059	1.86712999847
224.8	58.6491	22.4	4.91983020544	15.6141	1.86608604031
224.9	58.5095	20.5	4.56968644261	14.0441	1.88624494506
224.5	58.4965	25.9	4.50229620934	19.5927	1.80499826167
223.5	58.4266	22	9.36680472565	11.0216	1.61164283222
223.7	58.3178	20	4.9586588707	13.3902	1.65118009999
225.9	58.316	16.1	4.10089445114	9.92391	2.07519079018
223.7	58.2644	21	4.5952647438	14.7527	1.65204804775
224.1	58.2462	20.9	3.96172274971	15.2098	1.72844441964
224.3	57.9574	10.4	3.17371463585	5.45964	1.76664380079
224.8	57.7712	10.7	2.94246339798	5.8993	1.85823672583
227.5	56.59398	4.29	3.43352064166	-1.28561	2.14209358052
227.1	56.80466	5.84	3.63109380948	0.0859066	2.12299959492
224.5	56.85449	0.53	1.77334269628	-2.97111	1.72776895599
223.6	57.85222	7.33	2.92602933102	2.77303	1.63094099632
223.7	58.00782	8.08	3.36939057717	3.05745	1.65315950864
226	58.06755	9.18	4.21108746979	2.88129	2.08762467308
223.6	58.09134	12.06	3.72442315642	6.70062	1.63495214094
223.4	58.19767	13.4	4.6278358832	7.17512	1.59704289125
223.6	58.21219	11.52	4.46547426962	5.42048	1.63405045706
224.4	58.23192	16.06	3.79378212427	10.4785	1.78772034965
224.9	58.24695	11.1	3.8428779289	5.36936	1.88775845915
223.6	58.26977	14.44	5.01608066392	7.7907	1.63321827673
223.3	58.27362	12.83	7.16700066233	4.08567	1.57732671757
223.3	58.28622	16.67	7.91938598403	7.17351	1.57709944779
224.6	58.2897	12.91	3.90536905527	7.17733	1.82729850748
223.2	58.29275	13.62	7.2471620813	4.81439	1.5584461908
223.5	58.29991	16.49	6.50448231323	8.37149	1.61403231995
224	58.31914	17.37	4.27718623892	11.3847	1.70816083386
225.4	58.35633	17.29	6.35330339277	8.95163	1.98506477783
223.6	58.36018	15.29	6.0390384501	7.61933	1.63162970214
225.1	58.38464	15.78	4.51608080057	9.33711	1.92681393327
224.9	58.40371	11.62	4.26736878903	5.46585	1.8867763694
225.5	58.4166	9	9.83305731201	-2.83709	2.00403635217
224.6	58.41744	14.07	4.24167577267	8.00231	1.82601173352
224.3	58.41766	17.33	4.34440474868	11.22	1.76558804399
223.8	58.5935	24.24	5.30714353919	17.267	1.6658781424
225.1	58.59618	18.37	5.31509824564	11.1281	1.92680848078
223.5	58.61253	23.58	4.63770517738	17.3334	1.60886226872
222.4	58.61563	15.68	6.24865041768	8.02841	1.40293595793
222.4	58.63984	12.13	6.53592806482	4.19144	1.40263666086
222.4	58.63993	13.04	6.53735618074	5.10001	1.40263564706
222.4	58.65831	14.97	6.91062795915	6.65693	1.40244464097
222.5	58.66329	17.38	7.29356321004	8.66514	1.42129628783
222.5	58.66888	18.66	7.27698614774	9.96176	1.4212517181
224	58.7305	23.72	5.85433393717	16.1612	1.70447187991
223.8	58.74986	28.86	5.67876735082	21.5154	1.66583366094
223.5	58.79782	27.37	4.09305522907	21.6677	1.60923879588
224.9	58.88208	16.41	5.74777229849	8.76978	1.89244688523
223.3	58.89277	31.9	5.93149820645	24.3948	1.57369837408
223.2	58.9054	30.96	4.16399564743	25.2407	1.55529978774
223.1	58.91843	30.89	1.51100578274	27.842	1.53695948816
224.6	58.92266	21.97	2.20594717558	17.9322	1.83181520401
224.8	58.94741	20.88	5.91595780899	13.0891	1.87492073
223.9	58.97887	27.1	9.64527118071	15.7624	1.69233654927
223	59.01742	26.65	4.80310298883	20.3243	1.5226314996
224.6	59.0419	19.7	7.07531224012	10.7853	1.83941619554
223.8	59.05799	30.84	9.80123769689	19.3609	1.67790727628
224.7	59.08026	18.19	9.49503854675	6.83131	1.86365117813
224.8	59.09118	17.14	13.4286407842	1.82564	1.8857142354
224.5	59.24507	21.28	8.54716713135	10.8925	1.8403623241
224.7	59.45599	21.02	5.5970893836	13.5015	1.92139463569
223.5	59.58148	26.26	5.45268946558	19.1037	1.70356889574
226.3	59.58948	5.9	3.15198661075	0.452099	2.29591487936
222.3	59.63044	24.02	4.63169357159	17.9119	1.47641643563
223.4	59.81952	18.64	3.60980766965	13.2829	1.7472790271
223.2	59.9727	20.59	3.0843214047	15.7556	1.75004492582
